"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","aksiporn saengfa","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Kantapat Kaewpradith","Reference","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Escactus","Reference","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","daniel baytosh","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Bomb Takomfoo","Reference","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"ALPINE TROPICAL PLANTS CO LTD","Reference","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","fleurizon","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","hanna gregor","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","green plant cuttings usa","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"GENEROS ECUATORIANOS","Reference","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Low compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","costa farms","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","gubler orchids","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","biostok","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","perfect choice","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"GENEROS ECUATORIANOS","hanna gregor","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Natta 1565 Limited","hanna gregor","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","b c amp f brokerage","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Natta 1565 Limited","perfect choice","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","foremost foliage","Poor compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","mchutchison","Low compliance"
"Unrooted Plant","Thailand",TRUE,"Reference","express seed","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","missing","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Escactus","missing","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","Reference","High compliance"
"Unrooted Plant","Thailand",FALSE,"WALPAT AQUATIC","complete aquatic systems","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","ultum nature systems","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"WHITE ROSE EXPORT (THAILAND) LTD","complete aquatic systems","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","siam flora","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","complete aquatic systems","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","tat tristan g","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","united plant growers","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Natta 1565 Limited","Reference","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"ALPINE TROPICAL PLANTS CO LTD","missing","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","chen tian","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","ds cole growers","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","omega customs brokers","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","aksiporn saengfa","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Kantapat Kaewpradith","Reference","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Escactus","Reference","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","daniel baytosh","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Bomb Takomfoo","Reference","Low compliance"
"Unrooted Plant","Thailand",FALSE,"ALPINE TROPICAL PLANTS CO LTD","Reference","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","fleurizon","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","hanna gregor","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","green plant cuttings usa","Low compliance"
"Unrooted Plant","Thailand",FALSE,"GENEROS ECUATORIANOS","Reference","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","costa farms","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","gubler orchids","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","biostok","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","perfect choice","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"GENEROS ECUATORIANOS","hanna gregor","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Natta 1565 Limited","hanna gregor","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","b c amp f brokerage","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Natta 1565 Limited","perfect choice","Poor compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","foremost foliage","Low compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","mchutchison","Medium compliance"
"Unrooted Plant","Thailand",FALSE,"Reference","express seed","Low compliance"
"Unrooted Plant","Indonesia",TRUE,"CV Jawadipa Nusantara","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Indonesia",TRUE,"Nisa Garden","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV Okanoka Multi Usaha","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV AESTETICH","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Sekar Wana Jaya","joni suhartomo","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV Okanoka Multi Usaha","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV KEBUN INDAH","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Sekar Wana Jaya","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","joni suhartomo","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Sekar Wana Jaya","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","tat tristan g","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","complete aquatic systems","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","ultum nature systems","Low compliance"
"Unrooted Plant","Indonesia",TRUE,"CV KEBUN INDAH","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Nisa Garden","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV Jawadipa Nusantara","puspa ariani pande ketut","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","costa farms","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","foremost foliage","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","perfect choice","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV AESTETICH","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV KEBUN INDAH","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV Jawadipa Nusantara","missing","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","biostok","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"CV KEBUN INDAH","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Nisa Garden","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","omega customs brokers","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","puspa ariani pande ketut","Poor compliance"
"Unrooted Plant","Indonesia",TRUE,"Reference","express seed","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV Jawadipa Nusantara","Reference","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Indonesia",FALSE,"Nisa Garden","Reference","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"CV Okanoka Multi Usaha","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV AESTETICH","Reference","Medium compliance"
"Unrooted Plant","Indonesia",FALSE,"Sekar Wana Jaya","joni suhartomo","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV Okanoka Multi Usaha","Reference","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"CV KEBUN INDAH","Reference","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Sekar Wana Jaya","Reference","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","joni suhartomo","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"Sekar Wana Jaya","missing","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","tat tristan g","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","complete aquatic systems","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","ultum nature systems","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV KEBUN INDAH","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","missing","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"Nisa Garden","missing","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","stephanie schouten","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV Jawadipa Nusantara","puspa ariani pande ketut","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","costa farms","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","foremost foliage","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Medium compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","waterscaap pond amp aquarium plants","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","perfect choice","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV AESTETICH","missing","Low compliance"
"Unrooted Plant","Indonesia",FALSE,"CV KEBUN INDAH","missing","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV Jawadipa Nusantara","missing","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","biostok","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"CV KEBUN INDAH","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Nisa Garden","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","hanna gregor","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","omega customs brokers","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","puspa ariani pande ketut","Poor compliance"
"Unrooted Plant","Indonesia",FALSE,"Reference","express seed","Poor compliance"
"Unrooted Plant","Philippines",TRUE,"Reference","missing","Poor compliance"
"Unrooted Plant","Philippines",TRUE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Philippines",TRUE,"Reference","omega customs brokers","Poor compliance"
"Unrooted Plant","Philippines",TRUE,"Reference","aksiporn saengfa","Poor compliance"
"Unrooted Plant","Philippines",FALSE,"Reference","missing","Low compliance"
"Unrooted Plant","Philippines",FALSE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Philippines",FALSE,"Reference","omega customs brokers","Poor compliance"
"Unrooted Plant","Philippines",FALSE,"Reference","aksiporn saengfa","Low compliance"
"Unrooted Plant","Austria",TRUE,"Reference","missing","Poor compliance"
"Unrooted Plant","Austria",TRUE,"Reference","Reference","Low compliance"
"Unrooted Plant","Austria",FALSE,"Reference","missing","Low compliance"
"Unrooted Plant","Austria",FALSE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Mexico",TRUE,"Reference","Reference","Medium compliance"
"Unrooted Plant","Mexico",TRUE,"Reference","scott valentine","Poor compliance"
"Unrooted Plant","Mexico",TRUE,"Reference","express seed","Low compliance"
"Unrooted Plant","Mexico",TRUE,"Reference","costa farms","Low compliance"
"Unrooted Plant","Mexico",TRUE,"Reference","missing","Poor compliance"
"Unrooted Plant","Mexico",FALSE,"Reference","Reference","High compliance"
"Unrooted Plant","Mexico",FALSE,"Reference","scott valentine","Medium compliance"
"Unrooted Plant","Mexico",FALSE,"Reference","express seed","Low compliance"
"Unrooted Plant","Mexico",FALSE,"Reference","costa farms","Medium compliance"
"Unrooted Plant","Mexico",FALSE,"Reference","missing","Medium compliance"
"Unrooted Plant","China",TRUE,"Reference","Reference","Medium compliance"
"Unrooted Plant","China",TRUE,"Reference","missing","Poor compliance"
"Unrooted Plant","China",TRUE,"KUNMING TAODUROU HORTICULUTURE C","mimi nursery","Poor compliance"
"Unrooted Plant","China",TRUE,"KUNMING TAODUROU HORTICULUTURE C","Reference","Poor compliance"
"Unrooted Plant","China",TRUE,"Reference","costa farms","Poor compliance"
"Unrooted Plant","China",TRUE,"SHANDONG HUAYUCHENG AGRICULTURAL","Reference","Poor compliance"
"Unrooted Plant","China",TRUE,"SHANDONG HUAYUCHENG AGRICULTURAL","mimi nursery","Poor compliance"
"Unrooted Plant","China",TRUE,"ZHANGZHOU BANRUO","united plant growers","Poor compliance"
"Unrooted Plant","China",TRUE,"Reference","chen tian","Poor compliance"
