,INSPECTION_ID,COMMODITY_COMMON_NAME,COUNTRY_OF_ORIGIN_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,SHIPPER_NAME,TAXONOMY_ORDER,TAXONOMY_FAMILY,TAXONOMY_GENUS,TAXONOMY_SPECIES,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
510,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
511,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
512,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
484,1603884,Cotyledon sp.,Thailand,Not Selected,Rooted Plant (including grafted),45,Phillip Devil,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_885,Unknown,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,1603884_1,40,29,11
485,1603884,Aeonium sp.,Thailand,Unknown,Rooted Plant (including grafted),191,Phillip Devil,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_885,Unknown,Saxifragales,Crassulaceae,Aeonium,Unknown,0,1603884_1,40,29,11
486,1603884,Echeveria sp.,Thailand,Unknown,Rooted Plant (including grafted),649,Phillip Devil,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_885,Unknown,Saxifragales,Crassulaceae,Echeveria,Unknown,0,1603884_1,40,29,11
295,1692900,Peperomia sp.,Jamaica,OVALTINE SA 2450 ,Unrooted Cutting,8000,"FALL FOLIAGE, INC.",Miami PIS,Airport - Aircraft - Cargo - PIS,INS_901,Unknown,Piperales,Piperaceae,Peperomia,Unknown,0,1692900_2,34,22,7
419,2148930,Cotyledon sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,11400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,2148930_1,49,3,8
420,2148930,Cotyledon sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,11400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,2148930_1,49,1,8
421,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,3,8
422,2148930,Sempervivum sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,800,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Sempervivum,Unknown,0,2148930_1,49,9,8
423,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,1,8
424,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,1,8
425,2148930,Echeveria sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,24400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Echeveria,Unknown,0,2148930_1,49,8,8
426,2148930,Haworthia sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,9800,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Asparagales,Asphodelaceae,Haworthia,Unknown,0,2148930_1,49,3,8
427,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,9,8
428,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,9,8
429,2148930,Cotyledon sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,11400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,2148930_1,49,9,8
430,2148930,Kalanchoe sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,9500,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Kalanchoe,Unknown,0,2148930_1,49,8,8
431,2148930,Haworthia sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,9800,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Asparagales,Asphodelaceae,Haworthia,Unknown,0,2148930_1,49,1,8
432,2148930,Sempervivum sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,800,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Sempervivum,Unknown,0,2148930_1,49,8,8
433,2148930,Echeveria sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,24400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Echeveria,Unknown,0,2148930_1,49,3,8
434,2148930,Sempervivum sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,800,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Sempervivum,Unknown,0,2148930_1,49,1,8
435,2148930,Cotyledon sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,11400,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,2148930_1,49,8,8
436,2148930,Crassula sp.,Congo,LANDFALL BEAUTY LTD,Unrooted Cutting,3900,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_931,LANDFALL BEAUTY CONGO LTD,Saxifragales,Crassulaceae,Crassula,Unknown,0,2148930_1,49,9,8
257,2441938,Aeonium sp.,Thailand,JOHNNY ROCKETS MD KC SUCCULENTS YARD,Rooted Plant (including grafted),216,ORIOLES CUSTOMS BROKER INC,San Francisco PIS,Airport - Aircraft - Cargo - PIS,INS_939,Unknown,Saxifragales,Crassulaceae,Aeonium,Unknown,0,2441938_1,26,2,10
51,1611939,Monstera sp.,Belgium,Von Biszmark,Rooted Plant (including grafted),350,GATLING CORP,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_940,Unknown,Alismatales,Araceae,Monstera,Unknown,0,1611939_1,219,61,13
492,1622960,Lobelia erinus,Ecuador,Plant Inventions Ecuadora,Unrooted Cutting,24900,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_961,Unknown,Asterales,Campanulaceae,Lobelia,erinus,0,1622960_1,22,2,10
456,1477964,Pilea sp.,Congo,LANDFALL BEAUTY LTM,Unrooted Cutting,5000,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_965,Unknown,Rosales,Urticaceae,Pilea,Unknown,0,1477964_1,10,5,6
17,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
18,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
19,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
20,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
21,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
22,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
23,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
24,878296,Nepenthes sp.,Bhutan,Not Selected,Rooted Plant (including grafted),73,EASTERN UNDERLAND CORP,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_97,BONOS U2 PVT LTD,Caryophyllales,Nepenthaceae,Nepenthes,Unknown,0,878296_1,1,1,1
56,2298974,Plectranthus sp.,Colombia,VIVIANS INTERNATIONAL MAN,Unrooted Cutting,1600,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_975,VIVIANS INTERNATIONAL MAN,Lamiales,Lamiaceae,Plectranthus,Unknown,0,2298974_1,82,1,8
371,1620980,Dieffenbachia sp.,Malaysia,Rasta Pasta Malaysia,Rooted Plant (including grafted),1,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_981,Rasta Pasta Malaysia,Alismatales,Araceae,Dieffenbachia,Unknown,0,1620980_1,5,1,5
368,1831981,Bacopa caroliniana,Vietnam,Unknown,Rooted Plant (including grafted),55,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_982,Charlie's Plant Palace,Lamiales,Plantaginaceae,Bacopa,caroliniana,0,1831981_1,30,1,11
369,1831981,Ludwigia ovalis,Vietnam,Unknown,Rooted Plant (including grafted),10,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_982,Charlie's Plant Palace,Myrtales,Onagraceae,Ludwigia,ovalis,0,1831981_1,30,1,11
198,1636987,Scaevola aemula,Ecuador,Plant Inventions Ecuadora,Unrooted Cutting,4650,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_988,Plant Inventions Ecuadora,Asterales,Goodeniaceae,Scaevola,aemula,0,1636987_1,10,1,7
