INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-5333,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",501,40768,California Pajarosa
INS-5114,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",331,18009,Sawyer Nursery
INS-1029,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),149,14352,Silver Terrace Nursery
INS-8153,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),678,36779,DeLeon's Bromeliads
INS-3968,Miami PIS,Train,India,"Root cutting, crown, or clump, Tuberous Root",343,2878,Operation
INS-9003,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),893,67310,Pacifica Flowers
INS-4371,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",754,60998,Mid-American Growers
INS-6155,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),851,13775,Rocket Farms
INS-3556,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,24171,Woodburn Nursery & Azaleas
INS-2348,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",212,7932,Pacifica Flowers
INS-8032,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",935,9003,Barcelo Enterprises
INS-5333,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",501,40768,California Pajarosa
INS-5904,Miami PIS,Air,India,Budwood/Graftwood (scion),400,23093,Grower Direct Farms
INS-9681,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",805,42483,Van Wingerden International Inc.
INS-9669,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",519,36651,Paul Ecke Ranch
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-6429,Miami PIS,Air,India,Budwood/Graftwood (scion),467,27131,"Bergen's Greenhouses, Inc."
INS-9003,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),893,67310,Pacifica Flowers
INS-4386,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",19,300,Sawyer Nursery
INS-1821,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),175,14303,'Nash Greenhouses
INS-8456,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",743,61049,Maria Gardens Greenhouses Inc.
INS-5224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",849,65237,Cuthbert Greenhouse
INS-6155,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),851,13775,Rocket Farms
INS-9858,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",453,13439,Clearwater Nursery
INS-6567,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),885,75503,Color Star Growers
INS-4734,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),187,2845,Myriad Flowers International
INS-4362,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",724,64364,"Bergen's Greenhouses, Inc."
INS-4681,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),771,57772,Alex R. Masson
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-8232,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",898,34602,Welby Gardens Co. Inc.
INS-8659,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",711,62506,Alex R. Masson
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-3818,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),789,36930,California Pajarosa
INS-8942,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",120,3342,Barcelo Enterprises
INS-1185,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",70,6820,Westland Floral Co.
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-5082,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),486,43359,Hines Horticulture
INS-7145,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",285,27499,'Nash Greenhouses
INS-2372,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",893,43561,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6977,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",233,21771,Twixwood Nursery LLC
INS-4392,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",521,9237,Alex R. Masson
INS-6650,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",509,48100,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-5021,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),930,15439,El Modeno Gardens Inc.
INS-5741,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),908,70779,Sunshine Floral Inc.
INS-2894,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",5,395,Burgett Geothermal Greenhouses
INS-2184,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",194,17208,Kent's Bromeliads Nursery Inc.
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-4061,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",959,87747,Metrolina Greenhouses
INS-1815,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",716,25750,Floral Plant Growers LLC
INS-9518,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",360,116,Gallup & Stribling Orchids Inc.
INS-4620,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),560,11456,Blue Ridge Growers
INS-8425,Los Angeles PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",276,1280,Valley Flowers
INS-9803,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",758,25844,Green Valley Growers
INS-1680,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),235,9910,Petitti Garden Center (Casa Verde)
INS-6846,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),159,206,Altman Plants
INS-8926,Los Angeles PIS,Train,Netherlands,Budwood/Graftwood (scion),820,11732,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6733,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),397,7337,Battlefield Farms
INS-4739,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),718,46214,Rocket Farms
INS-4741,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),872,8715,Burgett Geothermal Greenhouses
INS-1230,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,9246,Operation
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),577,16663,Sawyer Nursery
INS-9968,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",1,22,Bailey Nurseries
INS-9632,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",597,9105,Westland Floral Co.
INS-1255,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),683,11499,Panzer Nursery
INS-7331,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),316,25507,"Bergen's Greenhouses, Inc."
INS-3762,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),484,36959,Bay City Flowers
INS-9163,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),829,75205,"Costa Farms, LLC"
INS-1307,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),29,1586,Paul Ecke Ranch
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-8659,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",711,62506,Alex R. Masson
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-1418,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,37729,"Matsui Nursery, Inc."
INS-8599,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",682,23185,Metrolina Greenhouses
INS-2328,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",980,33721,Colorama Wholesale Nursery
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),577,16663,Sawyer Nursery
INS-9228,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),474,12428,Plant Marketing LLC
INS-6156,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",98,4940,Van Wingerden International Inc.
INS-4534,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),847,5545,Rockwell Farms Inc.
INS-4862,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),534,32752,Kube-Pak
INS-1438,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",723,22467,Van Wingerden International Inc.
INS-9701,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),607,47712,"Farmers' West Flowers & Bouquets, Inc."
INS-3858,Los Angeles PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",501,48820,California Pajarosa
INS-2582,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",577,31405,Bob's Market & Greenhouses Inc.
INS-3615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),732,53868,Colorama Wholesale Nursery
INS-9681,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",805,42483,Van Wingerden International Inc.
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-8902,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",556,18706,Timberline Nursery Inc.
INS-7351,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",216,2427,Kube-Pak
INS-8572,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),97,7382,Rockwell Farms Inc.
INS-9803,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",758,25844,Green Valley Growers
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-9491,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),137,11948,"Stacy's Greenhouses, Inc."
INS-2060,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),329,1756,Tagawa Greenhouses
INS-8236,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",301,4530,Kerry's Bromeliads
INS-6025,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",644,59380,White's Nursery & Greenhouses Inc.
INS-6017,Atlanta PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",956,82796,Tagawa Greenhouses
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-9717,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),950,59437,Kent's Bromeliads Nursery Inc.
INS-7331,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),316,25507,"Bergen's Greenhouses, Inc."
INS-5233,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",861,27826,Rockwell Farms Inc.
INS-4976,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),278,16679,Gallup & Stribling Orchids Inc.
INS-4451,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),204,4932,Twixwood Nursery LLC
INS-4273,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",270,8730,Kube-Pak
INS-4457,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),293,12514,Operation
INS-1721,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",776,29583,Gallup & Stribling Orchids Inc.
INS-1677,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",83,650,Tagawa Greenhouses
INS-8085,Miami PIS,Air,India,Budwood/Graftwood (scion),40,881,Northwest Horticulture
INS-4873,Los Angeles PIS,Train,New Zeland,Budwood/Graftwood (scion),527,7158,Northwest Horticulture
INS-9360,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),718,50686,California Pajarosa
INS-6577,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",227,10953,Dramm & Echter Inc.
INS-1230,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,9246,Operation
INS-2329,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",468,14775,Panzer Nursery
INS-2813,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),889,73665,Elzinga & Hoeksema Greenhouses
INS-9803,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",758,25844,Green Valley Growers
INS-2949,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),878,35709,Burgett Geothermal Greenhouses
INS-5649,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,2680,Van de Wetering Greenhouses Inc.
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-9804,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",952,17007,Twixwood Nursery LLC
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-1323,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),282,9101,Gallup & Stribling Orchids Inc.
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-1438,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",723,22467,Van Wingerden International Inc.
INS-2643,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",461,9337,Northwest Horticulture
INS-6172,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),242,9861,Valley Flowers
INS-9208,Atlanta PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,1690,"Young's Plant Farm, Inc."
INS-5904,Miami PIS,Air,India,Budwood/Graftwood (scion),400,23093,Grower Direct Farms
INS-6675,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",460,11823,'Nash Greenhouses
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-6636,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),506,24161,DeLeon's Bromeliads
INS-8890,Atlanta PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",96,9568,Ocean Breeze International
INS-9538,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),599,30988,Westland Floral Co.
INS-4097,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),173,5263,The Sun Valley Group
INS-1751,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",350,14813,"Matsui Nursery, Inc."
INS-3065,Los Angeles PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",927,42385,Aris (formerly Yoder Brothers)
INS-4804,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,24613,Pacifica Flowers
INS-9508,Miami PIS,Air,India,Budwood/Graftwood (scion),8,166,Colorama Wholesale Nursery
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-5937,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",61,2161,Dan & Jerry's Greenhouse
INS-2476,Miami PIS,Train,India,Budwood/Graftwood (scion),528,11387,Kent's Bromeliads Nursery Inc.
INS-3930,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",471,6545,Operation
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-7035,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",750,25252,Milgro Nursery Inc.
INS-4788,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",416,9619,Dan Schantz Farm
INS-3073,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),968,76215,O.F. Nelson & Sons Nursery Inc.
INS-7507,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",721,32996,Clearwater Nursery
INS-2399,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",617,20440,Rocket Farms
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-1856,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",72,212,Petitti Garden Center (Casa Verde)
INS-5333,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",501,40768,California Pajarosa
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-5610,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),96,232,Bailey Nurseries
INS-4799,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),487,437,Polk Nursery Company Inc.
INS-9970,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),261,100,Colorama Wholesale Nursery
INS-5273,Miami PIS,Train,Japan,Budwood/Graftwood (scion),811,3444,Gallup & Stribling Orchids Inc.
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-4729,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),171,13298,Color Star Growers
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-6429,Miami PIS,Air,India,Budwood/Graftwood (scion),467,27131,"Bergen's Greenhouses, Inc."
INS-3073,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),968,76215,O.F. Nelson & Sons Nursery Inc.
INS-6734,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),211,5923,Cuthbert Greenhouse
INS-1395,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",870,15043,"Stacy's Greenhouses, Inc."
INS-9837,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),555,37401,DeLeon's Bromeliads
INS-5156,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),37,1922,Paul Ecke Ranch
INS-9111,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1,38,Bell Nursery
INS-5197,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",875,6563,Floral Plant Growers LLC
INS-1430,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",333,4496,Paul Ecke Ranch
INS-8513,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),67,4387,Kawahara Nurseries
INS-6825,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),774,5078,Johannes Flowers Inc.
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-4739,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),718,46214,Rocket Farms
INS-6734,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),211,5923,Cuthbert Greenhouse
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-6713,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",973,35327,O.F. Nelson & Sons Nursery Inc.
INS-4097,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),173,5263,The Sun Valley Group
INS-6941,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),58,1668,Altman Plants
INS-7034,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),522,15687,El Modeno Gardens Inc.
INS-9645,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",116,5318,Barcelo Enterprises
